"Movie.Name","Plot","dominant_topic"
"Fame and Fortune ","Fame and Fortune  :  Clay Burgess, a rover, returns to his home town to find his father, a banker, dead and his property in the clutches of ""Big"" Dave Dawley by means of a fake will. The real will is possessed by Ben Davis, who works on Della Bowen's ranch outside of town. After visiting Ben and promising Della that he will return to marry her, Clay recruits the help of a gang that have been fighting Dawley's henchmen for control of the town. After a series of adventures, including a brutal fight in which Dawley is killed, Clay and his men exterminate the rival Dawley gang. The wandering cowboy then retrieves his property and marries Della.","Sports and Competition"
"Fantastic Movie Trailers: More of the Best! ","Fantastic Movie Trailers: More of the Best!  :  Welcome to this special compilation of fantastic movie trailers, featuring some of the best trailers of the series, with some all new ones! Through this compilation, you will discover the evolution of the film trailer from early drive-in oddities to the ""grindhouse"" era 42nd street cult favorites. Presented with period theater intermissions and titles, this DVD is a sure-fire party hit!","Urban Life and Conflict"
"Return of the Bad Men ","Return of the Bad Men  :  When part of Indian Territory is incorporated into the United States, good-natured rancher Vance Cordell reluctantly accepts the badge of federal marshal when a flood of notorious outlaws views the new area as ripe for banditry. Included are the Dalton and Younger Gangs, Billy the Kid, and the Sundance Kid led by the notorious Wild Bill Doolin. Cordell has a personal stake in his campaign to eradicate the bad men because of a friend's murder and the robbery of the local bank owned by his future father-in-law.","Sports and Competition"
"""Violence of Action"" ","""Violence of Action""  :  Based on the bestselling book, Violence of Action: The Untold Stories of the 75th Ranger Regiment in the War on Terror, comes a series about the real life missions of the 75th Ranger Regiment, credited with the most high value targets killed or captured in the War on Terror.","Urban Life and Conflict"
"Outlaws of the Rockies ","Outlaws of the Rockies  :  Tex Harding ('Tex Harding' (qv)) is framed for a bank robbery and his friend, Steve Williams ('Charles Starrett' (qv)), the newly-appointed sheriff of Cornvallis, is forced to jail him. But he gets off to a bad start when Tex escapes and the outraged citizens are convinced that both Steve and Tex are in league with a band of bank robbers terrorizing the territory. Both men are on the dodge but Steve, using his alter-ego of the Durango Kid, manages to clear both of them. Tex Harding is mistakenly arrested for bank robbery. When Sheriff Steve Williams returns he finds his friend Tex in jail. When Tex escapes Steve is accused of being in cahoots with Tex and he must also flee. Later Tex learns Steve is the Durango Kid and the two wanted men now work together to bring in the real outlaws.","Fantasy and Quest"
"Too Close to the Raven ","Too Close to the Raven  :  This stylish, taut psychological thriller brings young wanna-be outlaw Luc Kennedy, who idealizes 1950s western pop culture, into the circle of Cash, the eloquent embodiment of the archetypal gun-slinging outlaw he's long idolized. To prove himself to Cash, Kennedy is tasked with the removal of a jaded mistress - the damsel Lila - and his romantic ideals face harsh realities as he's forced to choose sides between the angels and the assholes.","Western and Adventure"
"Outlaws and Patriots ","Outlaws and Patriots  :  Based on a true story... When Vietnam veteran Craz returns home to find himself cast aside by the country he vowed to protect, he finds friendship in an unlikely gang of motorcycle enthusiasts. Living the life of an outsider, Craz is once again called upon to serve his country when his biker friends uncover a terrorist plot brewing right in their hometown.","Urban Life and Conflict"
"Akirema City of the Damned ","Akirema City of the Damned  :  A forgotten King travels to earth to clone a civilization long dead. He will search this world to discover the rebirth of his lost love. Secrets of Life, Death and the immortal soul are discovered in this Sci-Fi action Fantasy. Only the force of nature and the power of a Queen reborn can save humanity from the of King of Akirema.","Family and Struggles"
"Five Minutes to Tomorrow ","Five Minutes to Tomorrow  :  Ruo Lan meets at the local pool a young Japanese clock repairman: Ah Liang (played by Haruma Miura). Ah Liang is very shy and his mandarin still approximate. They fall in love. but Ruo Lan has twin sister, almost identical: Ru Mei (both played by Shi Shi Liu). Ru Lei is an actress, but since they are kids, they are used to interchange roles, as a game. Most of the scene are in Shanghai downtown, french quarter.","History and Art"
"Party Like the Rich and Famous ","Party Like the Rich and Famous  :  The most expensive party in American history takes place at the newly opened Waldorf-Astoria Hotel in New York City on Feb 10th 1897. This elaborate costume ball is attended by nearly 1,000 of New York's wealthiest citizens, many billionaires by today's standards, all dressed in costumes celebrating European royalty. In a single night they drink their way through 4,000 bottles of the finest champagne, and gorge on a 28-course feast fit for any king. But this epic display of excess comes during the worst depression America has known at this time, and not everyone is applauding the show. The host of the night is Cornelia Bradley-Martin, heiress to a vast fortune and a woman on a mission. She hopes to provide a much-needed stimulus to New York's lagging economy-and to be crowned ""Queen"" of an exclusive high society known as ""The Four Hundred"". But she's given herself only three weeks to prepare this astonishing event. The logistics alone for such a massive party are remarkable even by today's standards, and to add to the challenge, on the very night of the ball a snowstorm descends upon the metropolis. Today, the same hotel still puts on huge events that parallel this famous party. The annual Viennese Opera Ball is one of the highlights of New York's social calendar and attracts dignitaries, diplomats and débutantes. Six hundred guests gather every year paying up to $25,000 per table to charity in celebration of a European tradition that goes back nearly two centuries. But what are the parallels with the famous Bradley Martin Ball and what are the differences? Jes Gordon and Marcie Rudell are two of New York's elite party planners. They both put on parties costing thousands of dollars. So how would they cope with planning America's most expensive party if they had just three weeks to make it happen? A thousand invitations need to be sent before the advent of email, beautifully tailored dresses have to be produced by hand, and food needs to be delivered and kept fresh without the help of refrigeration. Perhaps most challenging of all, a battle for public opinion must be won...or there may be consequences for the night's epic indulgence. This one-hour special goes inside the machinations of the Bradley Martins' record-setting costume ball in America's number one metropolis to learn what it takes to party like the rich and famous.","Western and Adventure"
